"epoch","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX"
"542","1082","1082","1082","18","18","18","1082","1082","1082","18.46153846153846","18.46153846153846","18.46153846153846","1082","1082","1082","17.384615384615383","17.384615384615383","17.384615384615383","1082","1082","1082","18.615384615384617","18.615384615384617","18.615384615384617","1623","1623","1623","18.615384615384617","18.615384615384617","18.615384615384617","2164","2164","2164","18.923076923076923","18.923076923076923","18.923076923076923"
"543","1084","1084","1084","18.76923076923077","18.76923076923077","18.76923076923077","1084","1084","1084","19.23076923076923","19.23076923076923","19.23076923076923","1084","1084","1084","18.615384615384617","18.615384615384617","18.615384615384617","1084","1084","1084","20.46153846153846","20.46153846153846","20.46153846153846","1626","1626","1626","19.53846153846154","19.53846153846154","19.53846153846154","2168","2168","2168","18.307692307692307","18.307692307692307","18.307692307692307"
"544","1086","1086","1086","18.923076923076923","18.923076923076923","18.923076923076923","1086","1086","1086","18.615384615384617","18.615384615384617","18.615384615384617","1086","1086","1086","19.53846153846154","19.53846153846154","19.53846153846154","1086","1086","1086","18.76923076923077","18.76923076923077","18.76923076923077","1629","1629","1629","18.615384615384617","18.615384615384617","18.615384615384617","2172","2172","2172","19.076923076923077","19.076923076923077","19.076923076923077"
"545","1088","1088","1088","18.615384615384617","18.615384615384617","18.615384615384617","1088","1088","1088","18.615384615384617","18.615384615384617","18.615384615384617","1088","1088","1088","18.46153846153846","18.46153846153846","18.46153846153846","1088","1088","1088","17.846153846153847","17.846153846153847","17.846153846153847","1632","1632","1632","19.53846153846154","19.53846153846154","19.53846153846154","2176","2176","2176","18.615384615384617","18.615384615384617","18.615384615384617"
"546","1090","1090","1090","18.76923076923077","18.76923076923077","18.76923076923077","1090","1090","1090","19.53846153846154","19.53846153846154","19.53846153846154","1090","1090","1090","19.692307692307693","19.692307692307693","19.692307692307693","1090","1090","1090","19.53846153846154","19.53846153846154","19.53846153846154","1635","1635","1635","18.76923076923077","18.76923076923077","18.76923076923077","2180","2180","2180","19.384615384615383","19.384615384615383","19.384615384615383"
"547","1092","1092","1092","18.153846153846153","18.153846153846153","18.153846153846153","1092","1092","1092","19.846153846153847","19.846153846153847","19.846153846153847","1092","1092","1092","18.615384615384617","18.615384615384617","18.615384615384617","1092","1092","1092","17.384615384615383","17.384615384615383","17.384615384615383","1638","1638","1638","17.53846153846154","17.53846153846154","17.53846153846154","2184","2184","2184","18.923076923076923","18.923076923076923","18.923076923076923"
"548","1094","1094","1094","19.53846153846154","19.53846153846154","19.53846153846154","1094","1094","1094","19.076923076923077","19.076923076923077","19.076923076923077","1094","1094","1094","19.23076923076923","19.23076923076923","19.23076923076923","1094","1094","1094","20.307692307692307","20.307692307692307","20.307692307692307","1641","1641","1641","19.23076923076923","19.23076923076923","19.23076923076923","2188","2188","2188","18.923076923076923","18.923076923076923","18.923076923076923"
"549","1096","1096","1096","19.076923076923077","19.076923076923077","19.076923076923077","1096","1096","1096","18.153846153846153","18.153846153846153","18.153846153846153","1096","1096","1096","18.76923076923077","18.76923076923077","18.76923076923077","1096","1096","1096","19.384615384615383","19.384615384615383","19.384615384615383","1644","1644","1644","18.923076923076923","18.923076923076923","18.923076923076923","2192","2192","2192","19.076923076923077","19.076923076923077","19.076923076923077"
"550","1098","1098","1098","19.076923076923077","19.076923076923077","19.076923076923077","1098","1098","1098","19.076923076923077","19.076923076923077","19.076923076923077","1098","1098","1098","18.153846153846153","18.153846153846153","18.153846153846153","1098","1098","1098","18","18","18","1647","1647","1647","17.384615384615383","17.384615384615383","17.384615384615383","2196","2196","2196","18.153846153846153","18.153846153846153","18.153846153846153"
"551","1100","1100","1100","18.923076923076923","18.923076923076923","18.923076923076923","1100","1100","1100","19.076923076923077","19.076923076923077","19.076923076923077","1100","1100","1100","19.23076923076923","19.23076923076923","19.23076923076923","1100","1100","1100","15.384615384615385","15.384615384615385","15.384615384615385","1650","1650","1650","19.53846153846154","19.53846153846154","19.53846153846154","2200","2200","2200","19.846153846153847","19.846153846153847","19.846153846153847"
"552","1102","1102","1102","19.384615384615383","19.384615384615383","19.384615384615383","1102","1102","1102","17.53846153846154","17.53846153846154","17.53846153846154","1102","1102","1102","19.23076923076923","19.23076923076923","19.23076923076923","1102","1102","1102","17.846153846153847","17.846153846153847","17.846153846153847","1653","1653","1653","18.76923076923077","18.76923076923077","18.76923076923077","2204","2204","2204","17.846153846153847","17.846153846153847","17.846153846153847"
"553","1104","1104","1104","18.615384615384617","18.615384615384617","18.615384615384617","1104","1104","1104","18.46153846153846","18.46153846153846","18.46153846153846","1104","1104","1104","18.76923076923077","18.76923076923077","18.76923076923077","1104","1104","1104","16.923076923076923","16.923076923076923","16.923076923076923","1656","1656","1656","18","18","18","2208","2208","2208","18.153846153846153","18.153846153846153","18.153846153846153"
"554","1106","1106","1106","18.46153846153846","18.46153846153846","18.46153846153846","1106","1106","1106","18.615384615384617","18.615384615384617","18.615384615384617","1106","1106","1106","19.692307692307693","19.692307692307693","19.692307692307693","1106","1106","1106","17.076923076923077","17.076923076923077","17.076923076923077","1659","1659","1659","18","18","18","2212","2212","2212","16.76923076923077","16.76923076923077","16.76923076923077"
"555","1108","1108","1108","18.923076923076923","18.923076923076923","18.923076923076923","1108","1108","1108","18.46153846153846","18.46153846153846","18.46153846153846","1108","1108","1108","19.846153846153847","19.846153846153847","19.846153846153847","1108","1108","1108","14.76923076923077","14.76923076923077","14.76923076923077","1662","1662","1662","19.23076923076923","19.23076923076923","19.23076923076923","2216","2216","2216","18.615384615384617","18.615384615384617","18.615384615384617"
"556","1110","1110","1110","17.23076923076923","17.23076923076923","17.23076923076923","1110","1110","1110","18.307692307692307","18.307692307692307","18.307692307692307","1110","1110","1110","18.307692307692307","18.307692307692307","18.307692307692307","1110","1110","1110","15.538461538461538","15.538461538461538","15.538461538461538","1665","1665","1665","19.076923076923077","19.076923076923077","19.076923076923077","2220","2220","2220","18.615384615384617","18.615384615384617","18.615384615384617"
"557","1112","1112","1112","17.692307692307693","17.692307692307693","17.692307692307693","1112","1112","1112","18.923076923076923","18.923076923076923","18.923076923076923","1112","1112","1112","19.846153846153847","19.846153846153847","19.846153846153847","1112","1112","1112","17.846153846153847","17.846153846153847","17.846153846153847","1668","1668","1668","17.846153846153847","17.846153846153847","17.846153846153847","2224","2224","2224","18.46153846153846","18.46153846153846","18.46153846153846"
"558","1114","1114","1114","18.153846153846153","18.153846153846153","18.153846153846153","1114","1114","1114","19.076923076923077","19.076923076923077","19.076923076923077","1114","1114","1114","17.692307692307693","17.692307692307693","17.692307692307693","1114","1114","1114","16.76923076923077","16.76923076923077","16.76923076923077","1671","1671","1671","19.53846153846154","19.53846153846154","19.53846153846154","2228","2228","2228","19.23076923076923","19.23076923076923","19.23076923076923"
"559","1116","1116","1116","17.23076923076923","17.23076923076923","17.23076923076923","1116","1116","1116","17.692307692307693","17.692307692307693","17.692307692307693","1116","1116","1116","17.846153846153847","17.846153846153847","17.846153846153847","1116","1116","1116","19.846153846153847","19.846153846153847","19.846153846153847","1674","1674","1674","19.384615384615383","19.384615384615383","19.384615384615383","2232","2232","2232","16.923076923076923","16.923076923076923","16.923076923076923"
"560","1118","1118","1118","18.76923076923077","18.76923076923077","18.76923076923077","1118","1118","1118","18.307692307692307","18.307692307692307","18.307692307692307","1118","1118","1118","19.384615384615383","19.384615384615383","19.384615384615383","1118","1118","1118","18.923076923076923","18.923076923076923","18.923076923076923","1677","1677","1677","18.923076923076923","18.923076923076923","18.923076923076923","2236","2236","2236","18.307692307692307","18.307692307692307","18.307692307692307"
"561","1120","1120","1120","19.384615384615383","19.384615384615383","19.384615384615383","1120","1120","1120","19.076923076923077","19.076923076923077","19.076923076923077","1120","1120","1120","18.76923076923077","18.76923076923077","18.76923076923077","1120","1120","1120","19.53846153846154","19.53846153846154","19.53846153846154","1680","1680","1680","19.692307692307693","19.692307692307693","19.692307692307693","2240","2240","2240","19.692307692307693","19.692307692307693","19.692307692307693"
"562","1122","1122","1122","18.307692307692307","18.307692307692307","18.307692307692307","1122","1122","1122","18.153846153846153","18.153846153846153","18.153846153846153","1122","1122","1122","18.923076923076923","18.923076923076923","18.923076923076923","1122","1122","1122","18.46153846153846","18.46153846153846","18.46153846153846","1683","1683","1683","19.846153846153847","19.846153846153847","19.846153846153847","2244","2244","2244","18.46153846153846","18.46153846153846","18.46153846153846"
"563","1124","1124","1124","18.153846153846153","18.153846153846153","18.153846153846153","1124","1124","1124","19.23076923076923","19.23076923076923","19.23076923076923","1124","1124","1124","18.46153846153846","18.46153846153846","18.46153846153846","1124","1124","1124","18.76923076923077","18.76923076923077","18.76923076923077","1686","1686","1686","19.692307692307693","19.692307692307693","19.692307692307693","2248","2248","2248","19.384615384615383","19.384615384615383","19.384615384615383"
"564","1126","1126","1126","19.692307692307693","19.692307692307693","19.692307692307693","1126","1126","1126","18.46153846153846","18.46153846153846","18.46153846153846","1126","1126","1126","17.846153846153847","17.846153846153847","17.846153846153847","1126","1126","1126","17.846153846153847","17.846153846153847","17.846153846153847","1689","1689","1689","19.53846153846154","19.53846153846154","19.53846153846154","2252","2252","2252","18.307692307692307","18.307692307692307","18.307692307692307"
"565","1128","1128","1128","20.153846153846153","20.153846153846153","20.153846153846153","1128","1128","1128","18.76923076923077","18.76923076923077","18.76923076923077","1128","1128","1128","18.46153846153846","18.46153846153846","18.46153846153846","1128","1128","1128","18.46153846153846","18.46153846153846","18.46153846153846","1692","1692","1692","18.76923076923077","18.76923076923077","18.76923076923077","2256","2256","2256","19.384615384615383","19.384615384615383","19.384615384615383"
"566","1130","1130","1130","18.923076923076923","18.923076923076923","18.923076923076923","1130","1130","1130","18.923076923076923","18.923076923076923","18.923076923076923","1130","1130","1130","17.846153846153847","17.846153846153847","17.846153846153847","1130","1130","1130","19.846153846153847","19.846153846153847","19.846153846153847","1695","1695","1695","18.46153846153846","18.46153846153846","18.46153846153846","2260","2260","2260","19.076923076923077","19.076923076923077","19.076923076923077"
"567","1132","1132","1132","17.846153846153847","17.846153846153847","17.846153846153847","1132","1132","1132","19.076923076923077","19.076923076923077","19.076923076923077","1132","1132","1132","19.53846153846154","19.53846153846154","19.53846153846154","1132","1132","1132","18","18","18","1698","1698","1698","18.76923076923077","18.76923076923077","18.76923076923077","2264","2264","2264","19.23076923076923","19.23076923076923","19.23076923076923"
"568","1134","1134","1134","18.307692307692307","18.307692307692307","18.307692307692307","1134","1134","1134","19.23076923076923","19.23076923076923","19.23076923076923","1134","1134","1134","18.923076923076923","18.923076923076923","18.923076923076923","1134","1134","1134","18.615384615384617","18.615384615384617","18.615384615384617","1701","1701","1701","18.153846153846153","18.153846153846153","18.153846153846153","2268","2268","2268","18.923076923076923","18.923076923076923","18.923076923076923"
