epoch,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MAX
875,-636.6,-636.6,-636.6,-883.8,-883.8,-883.8,-635.9,-635.9,-635.9,-541.7,-541.7,-541.7,-817.3,-817.3,-817.3,-455.3,-455.3,-455.3
876,-764.9,-764.9,-764.9,-930.6,-930.6,-930.6,-640.6,-640.6,-640.6,-649.6,-649.6,-649.6,-688.3,-688.3,-688.3,-441.1,-441.1,-441.1
877,-657.8,-657.8,-657.8,-909.3,-909.3,-909.3,-657.7,-657.7,-657.7,-535.7,-535.7,-535.7,-903,-903,-903,-472.5,-472.5,-472.5
878,-601.1,-601.1,-601.1,-877.5,-877.5,-877.5,-600.6,-600.6,-600.6,-605.6,-605.6,-605.6,-887.3,-887.3,-887.3,-504.9,-504.9,-504.9
879,-728.8,-728.8,-728.8,-896.4,-896.4,-896.4,-712.1,-712.1,-712.1,-479.1,-479.1,-479.1,-716.7,-716.7,-716.7,-410.5,-410.5,-410.5
880,-770.7,-770.7,-770.7,-915.3,-915.3,-915.3,-577.8,-577.8,-577.8,-411.4,-411.4,-411.4,-777.5,-777.5,-777.5,-412.1,-412.1,-412.1
881,-801.1,-801.1,-801.1,-978.8,-978.8,-978.8,-822.5,-822.5,-822.5,-641.1,-641.1,-641.1,-788.8,-788.8,-788.8,-496.7,-496.7,-496.7
882,-837.2,-837.2,-837.2,-867.3,-867.3,-867.3,-722.4,-722.4,-722.4,-541.8,-541.8,-541.8,-750.3,-750.3,-750.3,-452.2,-452.2,-452.2
883,-728.8,-728.8,-728.8,-813.7,-813.7,-813.7,-623.7,-623.7,-623.7,-528.3,-528.3,-528.3,-808.2,-808.2,-808.2,-471.6,-471.6,-471.6
884,-785.2,-785.2,-785.2,-866.8,-866.8,-866.8,-557.6,-557.6,-557.6,-465.8,-465.8,-465.8,-808.6,-808.6,-808.6,-434.7,-434.7,-434.7
885,-687.3,-687.3,-687.3,-840.3,-840.3,-840.3,-615.1,-615.1,-615.1,-665.5,-665.5,-665.5,-702.7,-702.7,-702.7,-516.4,-516.4,-516.4
886,-683.5,-683.5,-683.5,-866.3,-866.3,-866.3,-666.6,-666.6,-666.6,-594.9,-594.9,-594.9,-707.7,-707.7,-707.7,-434.9,-434.9,-434.9
887,-740.6,-740.6,-740.6,-895.9,-895.9,-895.9,-607.2,-607.2,-607.2,-568.5,-568.5,-568.5,-736.7,-736.7,-736.7,-437,-437,-437
888,-656.3,-656.3,-656.3,-877.1,-877.1,-877.1,-639.2,-639.2,-639.2,-478.5,-478.5,-478.5,-758.4,-758.4,-758.4,-467.8,-467.8,-467.8
889,-740.3,-740.3,-740.3,-848.9,-848.9,-848.9,-641.6,-641.6,-641.6,-624.7,-624.7,-624.7,-890.3,-890.3,-890.3,-438.6,-438.6,-438.6
890,-711.6,-711.6,-711.6,-833.7,-833.7,-833.7,-670.5,-670.5,-670.5,-534.5,-534.5,-534.5,-692.5,-692.5,-692.5,-422.8,-422.8,-422.8
891,-769,-769,-769,-944.1,-944.1,-944.1,-679.1,-679.1,-679.1,-558.9,-558.9,-558.9,-721.5,-721.5,-721.5,-437.6,-437.6,-437.6
892,-632.3,-632.3,-632.3,-850.8,-850.8,-850.8,-666.1,-666.1,-666.1,-523.4,-523.4,-523.4,-556.5,-556.5,-556.5,-445.5,-445.5,-445.5
893,-754.7,-754.7,-754.7,-860.7,-860.7,-860.7,-722,-722,-722,-538.3,-538.3,-538.3,-798.5,-798.5,-798.5,-410.6,-410.6,-410.6
894,-751.2,-751.2,-751.2,-880,-880,-880,-663.9,-663.9,-663.9,-533.8,-533.8,-533.8,-724.2,-724.2,-724.2,-399,-399,-399
895,-799.7,-799.7,-799.7,-896.9,-896.9,-896.9,-684.9,-684.9,-684.9,-522.3,-522.3,-522.3,-802.5,-802.5,-802.5,-448.9,-448.9,-448.9
896,-793.3,-793.3,-793.3,-814.1,-814.1,-814.1,-636.7,-636.7,-636.7,-483.1,-483.1,-483.1,-653.1,-653.1,-653.1,-484.2,-484.2,-484.2
897,-859,-859,-859,-755.2,-755.2,-755.2,-589,-589,-589,-475.7,-475.7,-475.7,-850.7,-850.7,-850.7,-415.8,-415.8,-415.8
898,-716,-716,-716,-866.1,-866.1,-866.1,-658.1,-658.1,-658.1,-608.1,-608.1,-608.1,-880.2,-880.2,-880.2,-420.7,-420.7,-420.7
899,-748.5,-748.5,-748.5,-937.4,-937.4,-937.4,-615.4,-615.4,-615.4,-572,-572,-572,-688.6,-688.6,-688.6,-472.4,-472.4,-472.4
900,-638.7,-638.7,-638.7,-873.7,-873.7,-873.7,-618.5,-618.5,-618.5,-515.8,-515.8,-515.8,-743.9,-743.9,-743.9,-396.2,-396.2,-396.2
901,-644.9,-644.9,-644.9,-834.6,-834.6,-834.6,-695.7,-695.7,-695.7,-471.1,-471.1,-471.1,-885.9,-885.9,-885.9,-389.9,-389.9,-389.9
902,-742.4,-742.4,-742.4,-823.4,-823.4,-823.4,-517.9,-517.9,-517.9,-524,-524,-524,-741.4,-741.4,-741.4,-430.8,-430.8,-430.8
903,-597.3,-597.3,-597.3,-962.8,-962.8,-962.8,-607.4,-607.4,-607.4,-460.1,-460.1,-460.1,-743,-743,-743,-452.8,-452.8,-452.8
904,-761.7,-761.7,-761.7,-900.9,-900.9,-900.9,-781.4,-781.4,-781.4,-512.5,-512.5,-512.5,-779.3,-779.3,-779.3,-418.8,-418.8,-418.8
905,-729,-729,-729,-844.2,-844.2,-844.2,-596.6,-596.6,-596.6,-503.5,-503.5,-503.5,-725.6,-725.6,-725.6,-447.1,-447.1,-447.1
906,-610.1,-610.1,-610.1,-838,-838,-838,-551.3,-551.3,-551.3,-531.3,-531.3,-531.3,-732.4,-732.4,-732.4,-435.7,-435.7,-435.7
907,-700.7,-700.7,-700.7,-880.8,-880.8,-880.8,-689.8,-689.8,-689.8,-573.5,-573.5,-573.5,-729.9,-729.9,-729.9,-415.7,-415.7,-415.7
908,-698,-698,-698,-853.6,-853.6,-853.6,-662.9,-662.9,-662.9,-600.4,-600.4,-600.4,-716.9,-716.9,-716.9,-468.2,-468.2,-468.2
909,-662.3,-662.3,-662.3,-913.7,-913.7,-913.7,-566.5,-566.5,-566.5,-516,-516,-516,-683.3,-683.3,-683.3,-473.5,-473.5,-473.5
910,-673.4,-673.4,-673.4,-836.6,-836.6,-836.6,-612.6,-612.6,-612.6,-518.8,-518.8,-518.8,-669.2,-669.2,-669.2,-470.6,-470.6,-470.6
911,-710.6,-710.6,-710.6,-1005.2,-1005.2,-1005.2,-695.2,-695.2,-695.2,-524.6,-524.6,-524.6,-701.4,-701.4,-701.4,-426.1,-426.1,-426.1
912,-730.9,-730.9,-730.9,-904.6,-904.6,-904.6,-655.5,-655.5,-655.5,-564.6,-564.6,-564.6,-841.4,-841.4,-841.4,-479.4,-479.4,-479.4
913,-776.1,-776.1,-776.1,-806.8,-806.8,-806.8,-646,-646,-646,-483.9,-483.9,-483.9,-667.8,-667.8,-667.8,-464.8,-464.8,-464.8
914,-670.6,-670.6,-670.6,-910.4,-910.4,-910.4,-599.2,-599.2,-599.2,-564.8,-564.8,-564.8,-735.9,-735.9,-735.9,-423.2,-423.2,-423.2
915,-726.7,-726.7,-726.7,-896.2,-896.2,-896.2,-637.4,-637.4,-637.4,-417.7,-417.7,-417.7,-758.2,-758.2,-758.2,-447.5,-447.5,-447.5
916,-701.1,-701.1,-701.1,-850.4,-850.4,-850.4,-702.2,-702.2,-702.2,-542,-542,-542,-766.7,-766.7,-766.7,-440.4,-440.4,-440.4
917,-638,-638,-638,-924.2,-924.2,-924.2,-626.2,-626.2,-626.2,-613.8,-613.8,-613.8,-776.5,-776.5,-776.5,-439.2,-439.2,-439.2
918,-707.8,-707.8,-707.8,-894.6,-894.6,-894.6,-617.7,-617.7,-617.7,-491.3,-491.3,-491.3,-678.3,-678.3,-678.3,-449.8,-449.8,-449.8
919,-672.4,-672.4,-672.4,-844.4,-844.4,-844.4,-596.8,-596.8,-596.8,-486.2,-486.2,-486.2,-627.1,-627.1,-627.1,-406.1,-406.1,-406.1
920,-751.8,-751.8,-751.8,-908.7,-908.7,-908.7,-601.7,-601.7,-601.7,-505.3,-505.3,-505.3,-661.2,-661.2,-661.2,-445,-445,-445
921,-777.7,-777.7,-777.7,-866.8,-866.8,-866.8,-709.8,-709.8,-709.8,-490,-490,-490,-809.9,-809.9,-809.9,-419.1,-419.1,-419.1
922,-727.2,-727.2,-727.2,-832.3,-832.3,-832.3,-612.7,-612.7,-612.7,-524.1,-524.1,-524.1,-826.1,-826.1,-826.1,-455.9,-455.9,-455.9
923,-630.8,-630.8,-630.8,-765.8,-765.8,-765.8,-553.3,-553.3,-553.3,-527.8,-527.8,-527.8,-719.8,-719.8,-719.8,-436.9,-436.9,-436.9
924,-791.9,-791.9,-791.9,-860.6,-860.6,-860.6,-602.9,-602.9,-602.9,-583.3,-583.3,-583.3,-713.2,-713.2,-713.2,-428.4,-428.4,-428.4
925,-665,-665,-665,-870.9,-870.9,-870.9,-574.6,-574.6,-574.6,-538.2,-538.2,-538.2,-879.8,-879.8,-879.8,-406.4,-406.4,-406.4
926,-613.5,-613.5,-613.5,-846.1,-846.1,-846.1,-643.2,-643.2,-643.2,-539.9,-539.9,-539.9,-726.6,-726.6,-726.6,-391.5,-391.5,-391.5
927,-816.8,-816.8,-816.8,-754.7,-754.7,-754.7,-818.3,-818.3,-818.3,-452.7,-452.7,-452.7,-627.7,-627.7,-627.7,-430.3,-430.3,-430.3
928,-666.8,-666.8,-666.8,-919.4,-919.4,-919.4,-625.6,-625.6,-625.6,-501.1,-501.1,-501.1,-607.1,-607.1,-607.1,-442.7,-442.7,-442.7
929,-774.3,-774.3,-774.3,-871.1,-871.1,-871.1,-639.3,-639.3,-639.3,-570.8,-570.8,-570.8,-775.8,-775.8,-775.8,-410.7,-410.7,-410.7
930,-826.2,-826.2,-826.2,-785.5,-785.5,-785.5,-569.9,-569.9,-569.9,-543.2,-543.2,-543.2,-884.4,-884.4,-884.4,-348.1,-348.1,-348.1
931,-639.6,-639.6,-639.6,-847.3,-847.3,-847.3,-697.8,-697.8,-697.8,-560.6,-560.6,-560.6,-863.8,-863.8,-863.8,-435,-435,-435
932,-665.2,-665.2,-665.2,-926,-926,-926,-575.2,-575.2,-575.2,-646.7,-646.7,-646.7,-640.6,-640.6,-640.6,-444.4,-444.4,-444.4
933,-685.3,-685.3,-685.3,-925.5,-925.5,-925.5,-589,-589,-589,-529.5,-529.5,-529.5,-785.1,-785.1,-785.1,-430.6,-430.6,-430.6
934,-755,-755,-755,-870.9,-870.9,-870.9,-689.2,-689.2,-689.2,-469.1,-469.1,-469.1,-774.3,-774.3,-774.3,-414.6,-414.6,-414.6
935,-922.7,-922.7,-922.7,-856,-856,-856,-663.8,-663.8,-663.8,-497.5,-497.5,-497.5,-711.7,-711.7,-711.7,-443.8,-443.8,-443.8
936,-748.5,-748.5,-748.5,-912.4,-912.4,-912.4,-612.5,-612.5,-612.5,-474.6,-474.6,-474.6,-812.8,-812.8,-812.8,-417.6,-417.6,-417.6
937,-668.7,-668.7,-668.7,-857.3,-857.3,-857.3,-601,-601,-601,-513.7,-513.7,-513.7,-816.6,-816.6,-816.6,-413.6,-413.6,-413.6
938,-744.7,-744.7,-744.7,-922.2,-922.2,-922.2,-668.9,-668.9,-668.9,-492.8,-492.8,-492.8,-786.7,-786.7,-786.7,-465.1,-465.1,-465.1
939,-612.1,-612.1,-612.1,-912.2,-912.2,-912.2,-611,-611,-611,-563.1,-563.1,-563.1,-771.6,-771.6,-771.6,-434.6,-434.6,-434.6
940,-755.3,-755.3,-755.3,-941.5,-941.5,-941.5,-554.4,-554.4,-554.4,-528.6,-528.6,-528.6,-653.9,-653.9,-653.9,-328.7,-328.7,-328.7
941,-749.6,-749.6,-749.6,-896.2,-896.2,-896.2,-609.7,-609.7,-609.7,-456.2,-456.2,-456.2,-752.6,-752.6,-752.6,-455.7,-455.7,-455.7
942,-623.6,-623.6,-623.6,-963.6,-963.6,-963.6,-637.9,-637.9,-637.9,-532.2,-532.2,-532.2,-730.9,-730.9,-730.9,-440.4,-440.4,-440.4
943,-664.2,-664.2,-664.2,-868.5,-868.5,-868.5,-605.8,-605.8,-605.8,-507.2,-507.2,-507.2,-747.3,-747.3,-747.3,-474.9,-474.9,-474.9
944,-736.2,-736.2,-736.2,-797.5,-797.5,-797.5,-680.1,-680.1,-680.1,-519.6,-519.6,-519.6,-717.5,-717.5,-717.5,-436.4,-436.4,-436.4
945,-613.3,-613.3,-613.3,-941.7,-941.7,-941.7,-640.7,-640.7,-640.7,-504.3,-504.3,-504.3,-716.6,-716.6,-716.6,-390.5,-390.5,-390.5
946,-800.9,-800.9,-800.9,-865,-865,-865,-557.2,-557.2,-557.2,-513,-513,-513,-780.4,-780.4,-780.4,-435.1,-435.1,-435.1
947,-775.3,-775.3,-775.3,-900.1,-900.1,-900.1,-629.5,-629.5,-629.5,-436.5,-436.5,-436.5,-626.5,-626.5,-626.5,-485.5,-485.5,-485.5
948,-738.8,-738.8,-738.8,-904,-904,-904,-576.7,-576.7,-576.7,-486.4,-486.4,-486.4,-713.7,-713.7,-713.7,-378.9,-378.9,-378.9
949,-824.2,-824.2,-824.2,-919.8,-919.8,-919.8,-709.5,-709.5,-709.5,-476.9,-476.9,-476.9,-691.8,-691.8,-691.8,-514.2,-514.2,-514.2
950,-788.5,-788.5,-788.5,-879.7,-879.7,-879.7,-569.3,-569.3,-569.3,-454.3,-454.3,-454.3,-731.8,-731.8,-731.8,-422.3,-422.3,-422.3
951,-733,-733,-733,-946.1,-946.1,-946.1,-689.7,-689.7,-689.7,-559.3,-559.3,-559.3,-679.7,-679.7,-679.7,-446.3,-446.3,-446.3
952,-606.7,-606.7,-606.7,-896.4,-896.4,-896.4,-572.4,-572.4,-572.4,-563.2,-563.2,-563.2,-741.9,-741.9,-741.9,-457,-457,-457
953,-632.2,-632.2,-632.2,-890,-890,-890,-542.8,-542.8,-542.8,-470.5,-470.5,-470.5,-712.8,-712.8,-712.8,-457.1,-457.1,-457.1
954,-776.4,-776.4,-776.4,-1011.9,-1011.9,-1011.9,-653,-653,-653,-543.1,-543.1,-543.1,-680.4,-680.4,-680.4,-457.8,-457.8,-457.8
955,-658.4,-658.4,-658.4,-912.7,-912.7,-912.7,-586.6,-586.6,-586.6,-564.9,-564.9,-564.9,-718.2,-718.2,-718.2,-456.6,-456.6,-456.6
956,-737.7,-737.7,-737.7,-907.8,-907.8,-907.8,-548.6,-548.6,-548.6,-580.9,-580.9,-580.9,-827.8,-827.8,-827.8,-441.8,-441.8,-441.8
957,-653.2,-653.2,-653.2,-830.6,-830.6,-830.6,-756,-756,-756,-514.8,-514.8,-514.8,-735.9,-735.9,-735.9,-430.7,-430.7,-430.7
958,-786.6,-786.6,-786.6,-792.8,-792.8,-792.8,-634.3,-634.3,-634.3,-498.8,-498.8,-498.8,-707.2,-707.2,-707.2,-460.8,-460.8,-460.8
959,-703,-703,-703,-916.7,-916.7,-916.7,-565.2,-565.2,-565.2,-634.6,-634.6,-634.6,-805.5,-805.5,-805.5,-472.2,-472.2,-472.2
960,-679,-679,-679,-854.9,-854.9,-854.9,-640.4,-640.4,-640.4,-420.9,-420.9,-420.9,-730.1,-730.1,-730.1,-425.6,-425.6,-425.6
961,-736.1,-736.1,-736.1,-773.8,-773.8,-773.8,-583.2,-583.2,-583.2,-463.6,-463.6,-463.6,-745.6,-745.6,-745.6,-419.2,-419.2,-419.2
962,-706.6,-706.6,-706.6,-842.9,-842.9,-842.9,-541.2,-541.2,-541.2,-491.7,-491.7,-491.7,-658.7,-658.7,-658.7,-419.8,-419.8,-419.8
963,-728.4,-728.4,-728.4,-893.2,-893.2,-893.2,-604.3,-604.3,-604.3,-597.8,-597.8,-597.8,-842.6,-842.6,-842.6,-378,-378,-378
964,-707.2,-707.2,-707.2,-925.4,-925.4,-925.4,-622.3,-622.3,-622.3,-572.3,-572.3,-572.3,-800.3,-800.3,-800.3,-419.2,-419.2,-419.2
965,-706.6,-706.6,-706.6,-949.7,-949.7,-949.7,-626.6,-626.6,-626.6,-471.6,-471.6,-471.6,-829.2,-829.2,-829.2,-461.8,-461.8,-461.8
966,-742.9,-742.9,-742.9,-797.8,-797.8,-797.8,-700.9,-700.9,-700.9,-466.2,-466.2,-466.2,-647.8,-647.8,-647.8,-445.4,-445.4,-445.4
967,-582.3,-582.3,-582.3,-873.9,-873.9,-873.9,-759.3,-759.3,-759.3,-482,-482,-482,-779.3,-779.3,-779.3,-411.7,-411.7,-411.7
968,-694.2,-694.2,-694.2,-905.7,-905.7,-905.7,-592.8,-592.8,-592.8,-491.5,-491.5,-491.5,-534.6,-534.6,-534.6,-385.5,-385.5,-385.5
969,-758.1,-758.1,-758.1,-789.5,-789.5,-789.5,-604.1,-604.1,-604.1,-531.1,-531.1,-531.1,-639.1,-639.1,-639.1,-394,-394,-394
970,-748.5,-748.5,-748.5,-931.4,-931.4,-931.4,-811,-811,-811,-462.7,-462.7,-462.7,-653.4,-653.4,-653.4,-395.3,-395.3,-395.3
971,-674.9,-674.9,-674.9,-898.6,-898.6,-898.6,-555,-555,-555,-564.4,-564.4,-564.4,-730.2,-730.2,-730.2,-376.5,-376.5,-376.5
972,-763.1,-763.1,-763.1,-919,-919,-919,-671.4,-671.4,-671.4,-600.9,-600.9,-600.9,-873.1,-873.1,-873.1,-409.5,-409.5,-409.5
973,-759.9,-759.9,-759.9,-835.6,-835.6,-835.6,-592.2,-592.2,-592.2,-538,-538,-538,-874.8,-874.8,-874.8,-444.6,-444.6,-444.6
974,-735.8,-735.8,-735.8,-924.2,-924.2,-924.2,-545.7,-545.7,-545.7,-580.7,-580.7,-580.7,-682.8,-682.8,-682.8,-420.8,-420.8,-420.8
975,-811.6,-811.6,-811.6,-907.9,-907.9,-907.9,-588.9,-588.9,-588.9,-569.4,-569.4,-569.4,-732.8,-732.8,-732.8,-386.4,-386.4,-386.4
976,-742.3,-742.3,-742.3,-780.1,-780.1,-780.1,-626.2,-626.2,-626.2,-592,-592,-592,-713.7,-713.7,-713.7,-429.8,-429.8,-429.8
977,-759.6,-759.6,-759.6,-949.1,-949.1,-949.1,-572.5,-572.5,-572.5,-473.9,-473.9,-473.9,-645.7,-645.7,-645.7,-394.3,-394.3,-394.3
978,-832.7,-832.7,-832.7,-845.6,-845.6,-845.6,-657.7,-657.7,-657.7,-700.2,-700.2,-700.2,-802.2,-802.2,-802.2,-401.7,-401.7,-401.7
979,-691.5,-691.5,-691.5,-909,-909,-909,-584.5,-584.5,-584.5,-489.7,-489.7,-489.7,-562.3,-562.3,-562.3,-367.4,-367.4,-367.4
980,-633.4,-633.4,-633.4,-892.8,-892.8,-892.8,-707,-707,-707,-567.9,-567.9,-567.9,-775.1,-775.1,-775.1,-462.8,-462.8,-462.8
981,-738.9,-738.9,-738.9,-900.5,-900.5,-900.5,-624.9,-624.9,-624.9,-557,-557,-557,-686.5,-686.5,-686.5,-461.6,-461.6,-461.6
982,-737.5,-737.5,-737.5,-846.3,-846.3,-846.3,-630.1,-630.1,-630.1,-588.2,-588.2,-588.2,-754.3,-754.3,-754.3,-399.6,-399.6,-399.6
983,-770.7,-770.7,-770.7,-845.1,-845.1,-845.1,-606.1,-606.1,-606.1,-532.1,-532.1,-532.1,-718.7,-718.7,-718.7,-422.4,-422.4,-422.4
984,-704.2,-704.2,-704.2,-770,-770,-770,-621.4,-621.4,-621.4,-422.1,-422.1,-422.1,-680.8,-680.8,-680.8,-381.2,-381.2,-381.2
985,-692.7,-692.7,-692.7,-900.2,-900.2,-900.2,-579.9,-579.9,-579.9,-562,-562,-562,-779.2,-779.2,-779.2,-442.9,-442.9,-442.9
986,-768.8,-768.8,-768.8,-866.2,-866.2,-866.2,-656.7,-656.7,-656.7,-448.1,-448.1,-448.1,-679.3,-679.3,-679.3,-463,-463,-463
987,-696.9,-696.9,-696.9,-957.5,-957.5,-957.5,-633.8,-633.8,-633.8,-487.1,-487.1,-487.1,-628.9,-628.9,-628.9,-436.2,-436.2,-436.2
988,-717.9,-717.9,-717.9,-876.7,-876.7,-876.7,-634.3,-634.3,-634.3,-545.5,-545.5,-545.5,-791.4,-791.4,-791.4,-434.9,-434.9,-434.9
989,-860.2,-860.2,-860.2,-870.3,-870.3,-870.3,-669.4,-669.4,-669.4,-530.9,-530.9,-530.9,-682.3,-682.3,-682.3,-414,-414,-414
990,-706.2,-706.2,-706.2,-915.1,-915.1,-915.1,-616.5,-616.5,-616.5,-551.2,-551.2,-551.2,-751.1,-751.1,-751.1,-434.7,-434.7,-434.7
991,-820.4,-820.4,-820.4,-925.8,-925.8,-925.8,-717.1,-717.1,-717.1,-544.4,-544.4,-544.4,-727.4,-727.4,-727.4,-407.6,-407.6,-407.6
992,-739,-739,-739,-797.5,-797.5,-797.5,-547.1,-547.1,-547.1,-479.6,-479.6,-479.6,-766.4,-766.4,-766.4,-428.8,-428.8,-428.8
993,-795.4,-795.4,-795.4,-867.1,-867.1,-867.1,-568.7,-568.7,-568.7,-518.7,-518.7,-518.7,-699.9,-699.9,-699.9,-430.9,-430.9,-430.9
994,-719.8,-719.8,-719.8,-778.2,-778.2,-778.2,-675.5,-675.5,-675.5,-504.5,-504.5,-504.5,-673.4,-673.4,-673.4,-383.3,-383.3,-383.3
995,-707.1,-707.1,-707.1,-863.7,-863.7,-863.7,-617.9,-617.9,-617.9,-546.5,-546.5,-546.5,-700.8,-700.8,-700.8,-355.8,-355.8,-355.8
996,-858,-858,-858,-967.4,-967.4,-967.4,-655.8,-655.8,-655.8,-677.2,-677.2,-677.2,-688.9,-688.9,-688.9,-372.6,-372.6,-372.6
997,-736.6,-736.6,-736.6,-860.2,-860.2,-860.2,-598.9,-598.9,-598.9,-604.2,-604.2,-604.2,-694.8,-694.8,-694.8,-464.4,-464.4,-464.4
998,-698.5,-698.5,-698.5,-889.6,-889.6,-889.6,-646.6,-646.6,-646.6,-440.7,-440.7,-440.7,-653.4,-653.4,-653.4,-492.8,-492.8,-492.8
999,-781.5,-781.5,-781.5,-960.5,-960.5,-960.5,-656.9,-656.9,-656.9,-465,-465,-465,-707.6,-707.6,-707.6,-424.5,-424.5,-424.5
1000,-897.2,-897.2,-897.2,-905.8,-905.8,-905.8,-625.2,-625.2,-625.2,-523.7,-523.7,-523.7,-754.7,-754.7,-754.7,-373.3,-373.3,-373.3
